,index,image_name,tags,haze,primary,agriculture,clear,water,habitation,road,cultivation,slash_burn,cloudy,partly_cloudy,conventional_mine,bare_ground,artisinal_mine,blooming,selective_logging,blow_down
0,5221,train_5221,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,15439,train_15439,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,27369,train_27369,agriculture cultivation habitation partly_cloudy primary slash_burn,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
0,24171,train_24171,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,34580,train_34580,blow_down clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,11292,train_11292,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6206,train_6206,agriculture clear cultivation primary road,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,25307,train_25307,agriculture clear habitation,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3857,train_3857,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1732,train_1732,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,32597,train_32597,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16491,train_16491,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,8378,train_8378,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4912,train_4912,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25981,train_25981,clear cultivation primary,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,23483,train_23483,agriculture bare_ground clear conventional_mine habitation primary road water,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
0,3488,train_3488,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,20507,train_20507,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18562,train_18562,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40357,train_40357,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,31095,train_31095,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,28705,train_28705,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23403,train_23403,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,17107,train_17107,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,16626,train_16626,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3867,train_3867,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,20891,train_20891,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,18995,train_18995,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,37129,train_37129,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14797,train_14797,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37454,train_37454,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27428,train_27428,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,23761,train_23761,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,23250,train_23250,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7042,train_7042,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,31948,train_31948,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5840,train_5840,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10410,train_10410,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,2500,train_2500,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25468,train_25468,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27770,train_27770,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,931,train_931,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,12788,train_12788,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30258,train_30258,agriculture haze primary road,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,9639,train_9639,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37448,train_37448,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23115,train_23115,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39281,train_39281,agriculture cultivation partly_cloudy primary,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,16787,train_16787,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,17397,train_17397,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39883,train_39883,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4750,train_4750,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,22326,train_22326,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15868,train_15868,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,36463,train_36463,cloudy primary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,24698,train_24698,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40123,train_40123,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25945,train_25945,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,14361,train_14361,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34311,train_34311,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,31385,train_31385,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3938,train_3938,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,13390,train_13390,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,22075,train_22075,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,29075,train_29075,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10455,train_10455,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30773,train_30773,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1563,train_1563,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24433,train_24433,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,7052,train_7052,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,39622,train_39622,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,26457,train_26457,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18158,train_18158,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,11704,train_11704,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13538,train_13538,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,12488,train_12488,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13461,train_13461,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,863,train_863,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20565,train_20565,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,18565,train_18565,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,39415,train_39415,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,21819,train_21819,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2632,train_2632,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1094,train_1094,agriculture cultivation partly_cloudy primary,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,17630,train_17630,clear habitation primary water,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,22217,train_22217,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,14201,train_14201,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4618,train_4618,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35323,train_35323,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29102,train_29102,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6739,train_6739,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27683,train_27683,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17739,train_17739,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37224,train_37224,agriculture partly_cloudy primary slash_burn,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,9347,train_9347,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,853,train_853,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,30805,train_30805,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,553,train_553,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,20926,train_20926,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,26931,train_26931,agriculture partly_cloudy primary water,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,10973,train_10973,agriculture clear cultivation primary selective_logging,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,9117,train_9117,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35035,train_35035,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8280,train_8280,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7510,train_7510,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37118,train_37118,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,23603,train_23603,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,34227,train_34227,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,18368,train_18368,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19024,train_19024,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,6436,train_6436,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33677,train_33677,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,37708,train_37708,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3337,train_3337,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,37839,train_37839,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4943,train_4943,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33175,train_33175,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,31613,train_31613,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,34470,train_34470,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2966,train_2966,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,26207,train_26207,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21809,train_21809,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30940,train_30940,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24116,train_24116,clear cultivation primary,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,17337,train_17337,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,28282,train_28282,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,20708,train_20708,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16923,train_16923,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31094,train_31094,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,23091,train_23091,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8059,train_8059,agriculture clear habitation primary road slash_burn,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
0,28291,train_28291,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25981,train_25981,clear cultivation primary,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,19478,train_19478,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,37861,train_37861,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11128,train_11128,haze primary water,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,8493,train_8493,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8083,train_8083,agriculture clear cultivation cultivation habitation primary road,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
0,28958,train_28958,agriculture clear cultivation primary road,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
0,10622,train_10622,agriculture cultivation partly_cloudy primary water,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
0,6619,train_6619,cloudy primary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,18769,train_18769,partly_cloudy primary road,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,20799,train_20799,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,3290,train_3290,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,20251,train_20251,blooming clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,26359,train_26359,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30087,train_30087,clear cultivation primary,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,13042,train_13042,cloudy primary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,11213,train_11213,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3193,train_3193,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13262,train_13262,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,39400,train_39400,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,15983,train_15983,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8297,train_8297,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,23371,train_23371,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5085,train_5085,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18948,train_18948,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17429,train_17429,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,30420,train_30420,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3548,train_3548,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,18245,train_18245,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22028,train_22028,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,9775,train_9775,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20529,train_20529,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21655,train_21655,clear primary road,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4430,train_4430,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,11978,train_11978,agriculture cultivation partly_cloudy primary,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,15368,train_15368,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1723,train_1723,clear primary road,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,27495,train_27495,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39267,train_39267,agriculture partly_cloudy primary,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,30978,train_30978,agriculture partly_cloudy primary road,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,15637,train_15637,agriculture cultivation partly_cloudy primary,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,12942,train_12942,clear primary road,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,13338,train_13338,clear primary road water,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,21943,train_21943,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35952,train_35952,agriculture habitation partly_cloudy primary road,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,15199,train_15199,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,32463,train_32463,clear cultivation primary,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3409,train_3409,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15020,train_15020,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,6921,train_6921,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15080,train_15080,clear primary road selective_logging,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,28114,train_28114,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,10202,train_10202,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,15652,train_15652,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18701,train_18701,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,16776,train_16776,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31076,train_31076,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16616,train_16616,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36028,train_36028,haze primary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19799,train_19799,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17555,train_17555,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23897,train_23897,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9824,train_9824,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6006,train_6006,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,37456,train_37456,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,37258,train_37258,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32012,train_32012,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14237,train_14237,bare_ground clear,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,34770,train_34770,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,30898,train_30898,agriculture clear cultivation habitation primary road water,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
0,35660,train_35660,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,467,train_467,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,17121,train_17121,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18206,train_18206,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3640,train_3640,agriculture clear,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35914,train_35914,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13960,train_13960,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36079,train_36079,agriculture habitation partly_cloudy primary road,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,1001,train_1001,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6041,train_6041,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,17618,train_17618,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33710,train_33710,clear habitation primary,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,3821,train_3821,clear primary road,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,4202,train_4202,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,3217,train_3217,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24260,train_24260,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,25356,train_25356,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19174,train_19174,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19436,train_19436,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22081,train_22081,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7365,train_7365,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,26858,train_26858,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,27423,train_27423,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,28072,train_28072,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1752,train_1752,agriculture habitation partly_cloudy primary road,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
0,4510,train_4510,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22698,train_22698,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39925,train_39925,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,12223,train_12223,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,39792,train_39792,agriculture clear,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39073,train_39073,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16694,train_16694,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,13317,train_13317,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22861,train_22861,agriculture clear primary slash_burn,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,27795,train_27795,clear habitation road,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,3261,train_3261,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,28442,train_28442,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31510,train_31510,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33704,train_33704,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16843,train_16843,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7955,train_7955,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,13213,train_13213,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35207,train_35207,clear primary water,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,16341,train_16341,agriculture clear habitation primary road,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,14617,train_14617,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13507,train_13507,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,25158,train_25158,agriculture cultivation partly_cloudy primary,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,15527,train_15527,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21181,train_21181,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15314,train_15314,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13404,train_13404,cloudy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,28382,train_28382,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39059,train_39059,clear primary,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10698,train_10698,cloudy primary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,27412,train_27412,partly_cloudy primary water,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,38382,train_38382,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,20442,train_20442,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,33507,train_33507,agriculture clear cultivation primary,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,12272,train_12272,agriculture clear primary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,36059,train_36059,agriculture partly_cloudy primary road water,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,34425,train_34425,cloudy primary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,18584,train_18584,agriculture clear primary water,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,31947,train_31947,agriculture clear primary road,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,39198,train_39198,partly_cloudy primary,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
